Country,Address,Name,State,Review Count,Stars
,4650 Route 42,Carrabba's Italian Grill,NJ,68,2.5
,4690 Southport Crossing Dr,Carrabba's Italian Grill,IN,93,4
,4741 Princeton Ave,Lorenzo's Cafe Espresso Ristorante Italiano,PA,58,4.5
,4900 S Virginia St,Olive Garden Italian Restaurant,NV,299,3.5
,4919 N 5th St,Oteri's Italian Bakery | North 5th St,PA,55,2.5
,4989 West Chester Pike,La Locanda Ristorante Italiano,PA,109,3.5
,5004 Pennell Rd,Rita's Italian Ice,PA,7,4
,5020 Cambridge Way,Nonna's By So Italian,IN,90,3.5
,5028 104A Street NW,Italian Centre Shop,AB,71,4
,5035 34th St S,Portofino Italian Ristorante,FL,89,4
,5060 Township Line Rd,Rita's Italian Ice,PA,8,4
,5406 Harding Pike,Coco's West Italian Restaurant,TN,45,3
,5410 E Broadway Blvd,Olive Garden Italian Restaurant,AZ,190,3
,5427 Bayshore Blvd,Bocelli Modern Italian,FL,11,4.5
,5430 Southwest Ave,Urzi's Italian Market,MO,27,4.5
,5500 Gulf Blvd,Palm Court Italian Grill,FL,102,4.5
,5515 E Fowler Ave,Carrabba's Italian Grill,FL,101,3.5
,5529 S Lindbergh Blvd,Olive Garden Italian Restaurant,MO,87,2.5
,5648 Post Oak Blvd,Moschella’s Italian Eatery & Market,FL,59,4.5
,5650 Jefferson Hwy,The Original Italian Pie Harahan,LA,41,2.5
,5861 York Rd,Villaggio's Italian Restaurant,PA,118,4
,5901 Belfield Ave,Tranzilli Real Italian Water Ice,PA,20,4.5
,6045 E 86th St,Buca di Beppo Italian Restaurant,IN,182,2.5
,6130 E 82nd St,Olive Garden Italian Restaurant,IN,112,3
,6205 US Hwy 19,Country Pizza & Italian Grill,FL,45,3.5
,6323 Woodland Ave,Oteri's Italian Bakery | Woodland Ave,PA,13,3
,6383 W Broadway,Kinsey's Italian Cafe,IN,78,4
,6401 W Marana Ctr,Sbarro Italian Eatery,AZ,6,3.5
,6606 Frankford Ave,Nonno Ugo's Italian Bakery,PA,8,4.5
,6700 Hwy 19,Olive Garden Italian Restaurant,FL,98,3
,6890 Gulfport Blvd S,Fortunato's Pizza Italian Restaurant,FL,44,3.5
,6915 US Hwy 301 S,Italian Kitchen & Cafe,FL,140,4
,"7074 E Golflinks Rd, Ste 50",Nate's Italian Kitchen & CheeseSteaks,AZ,61,4.5
,7105 Jefferson Hwy,Happy Italian Pizzeria,LA,97,4
,7201 66th St N,Da Sesto Italiano Ristorante e Vino,FL,523,4.5
,7219 Forest Oaks Blvd,Guido's Italian Restaurant,FL,128,3.5
,7239 Frankford Ave,Rita's Italian Ice,PA,6,4
,7254 State Road 54,Rossi Ristorante Italiano,FL,152,4
,7313 Lancaster Pike,Rita's Italian Ice,DE,5,4.5
,7420 49th St,Campanella's Italian Restaurant & Pizza,FL,103,3
,7518 Frankford Ave,Oteri's Italian Bakery | Frankford Ave,PA,35,3.5
,7616 Castor Ave,Gaeta's Italian Bakery,PA,46,4.5
,7635 N Oracle Rd,Carrabba's Italian Grill,AZ,163,3.5
,7700 Starkey Rd,Fortunato's Italian Pizzeria,FL,85,4
,7718 City Ave,Rita's Italian Ice,PA,7,2.5
,7839 Saint Charles Ave,Vincent's Italian Cuisine,LA,534,4.5
,7856 E Wrightstown Rd,BZ's Pizza and Italian Kitchen,AZ,147,4
,8110-82 Avenue NW,Ragazzi Bistro Italiano,AB,67,4
,8155 E Washington,Olive Garden Italian Restaurant,IN,96,3.5
,8201 Stenton Ave,Rita's Italian Ice,PA,6,3
,8202 Roosevelt Blvd,Al's Italiano Pizzeria & Ristorante,PA,23,3.5
,8211 46th Ave N,Italian Touch,FL,51,4.5
,8301 E 22nd St,Viro's Real Italian Bakery,AZ,90,3.5
,8306 Citrus Park Dr,Olive Garden Italian Restaurant,FL,123,3.5
,"8330 N Thornydale Rd, Ste 170",Dominick's Real Italian,AZ,440,4
,8544 Jasper Avenue,Panini's Italian Cucina,AB,45,4.5
,8601 River Crossing Blvd,Piada Italian Street Food,IN,263,4
,8624 US 301,Jeremiah's Italian Ice,FL,5,5
,8802 State Rd 52,Leo & Joe's New Jersey Pizza and Italian Restaurant,FL,62,3
,8809 Mitchell Blvd,Anthony's Italian Restaurant,FL,77,3.5
,8910 E 96th St,Rita's Italian Ice,IN,11,4.5
,8921 W Chester Pike,Franco & Giuseppe Cucina Italiana,PA,13,4.5
,9017 E Adamo Dr,Brandon Italian Express,FL,18,1.5
,9070 Adamo Dr,Italian Express,FL,10,1
,9100 E Tanque Verde Rd,Fortunato's Italian Deli,AZ,59,4
,9280 Roosevelt Blvd,Olive Garden Italian Restaurant,PA,129,3
,9436 State Rd,Originals Italian Restaurant & Bar,PA,42,3
,9524 Blind Pass Rd,Carino's Italian Ristorante,FL,133,4
,9605 111 Avenue NW,Tony's Pizza & Italian Restaurant,AB,98,4
,9650 142 Street NW,Allegro Italian Kitchen,AB,10,4.5
,9690 US Highway 19,Olive Garden Italian Restaurant,FL,94,3
,9757 Fall Creek Rd,Amore! Italian Kitchen,IN,74,4.5
,9824 Manchester Rd,A'mis Italian Restaurant,MO,119,3.5
,9830 Little Rd,Joey's New York Pizza and Italian Restaurant,FL,149,4
,10011 109 Street NW,Allegro Italian Kitchen,AB,35,4
,10016-103 Avenue NW,Pazzo Pazzo Italian Cuisine,AB,55,3.5
,10042 US Hwy 19,Argento's Italian Bistro,FL,239,4.5
,10056 107 Street,Del Posto Italian Kitchen,AB,6,4.5
,10110 US Hwy 19 N,Carrabba's Italian Grill,FL,97,3.5
,10121 171st Street,Olive Garden Italian Restaurant,AB,76,3
,"10150 Jasper Avenue, Suite 267",Lorenzo's Italian Kitchen,AB,9,3.5
,10206 N Michigan Rd,Olive Garden Italian Restaurant,IN,98,3
,10243 E US Highway 36,Olive Garden Italian Restaurant,IN,98,3.5
,10334 108th Street,The Parlour Italian Kitchen & Bar,AB,120,3.5
,"10500 Ulmerton Rd, Ste 470",Olive Garden Italian Restaurant,FL,104,3.5
,10646 97 St NW,Italian Bakery,AB,33,4
,10805 95 Street,Allegro Italian Kitchen - Little Italy,AB,6,3
,10878 95 Street NW,Italian Centre Shop,AB,114,4.5
,11435 N Dale Mabry Hwy,Carrabba's Italian Grill,FL,91,3.5
,"11529 Spring Mill Rd, Ste 300",Convivio Italian Artisan Cuisine,IN,339,4.5
,11836 Tesson Ferry Rd,Liliana's Italian Kitchen,MO,165,4.5
,11902 Sheldon Rd,Carrabba's Italian Grill,FL,97,3.5
,11905 N Oracle Rd,Olive Garden Italian Restaurant,AZ,78,3.5
,11963 Indian Rocks Rd,Pizza Shack Italian Grille,FL,86,3.5
,12355 Academy Rd,NONNO'S Gelato & Italian Ice,PA,13,4.5
,12634 US Hwy 41,Villa Verde Cafe' Ristorante Italiano,FL,46,3.5
,"12926 US Hwy 301 S, Bldg 100 Ste C",Mandola's Italian Kitchen,FL,119,4
,"13100 Seminole Blvd, Ste 103",Jeremiah's Italian Ice,FL,5,5
,13147 86th Ave N,Rita's Italian Ice,FL,25,4.5
,13490 Clayton Rd,John Mineo's Italian Restaurant,MO,117,3.5
,"13505 Icot Blvd, Ste 207",Kobe Italian,FL,140,3.5
,13971 S Virginia St,Skipolini's Italian,NV,493,3.5
,"14100 Walsingham Rd, Ste 10",Ippolito Italian Deli,FL,65,4.5
,14190 US Highway 19,Famous Sal's Pizza & Italian Eatery,FL,69,4
,14233 Stony Plain Road NW,Tasty Tomato Italian Eatery,AB,51,4
,14306 N Dale Mabry Hwy,Esposito’s Italian,FL,152,4
,14320 Dale Mabry Hwy,Jeremiah's Italian Ice,FL,206,4.5
,14700 Terminal Blvd,Mazzaro Italian Market,FL,5,3.5
,14703 N Dale Mabry Hwy,Mandola's Italian Kitchen,FL,48,3.5
,14805 Lebanon Rd,Meatballs Italian Grill,TN,39,4
,14820 US Hwy 19 N,Country Pizza Italian Grill,FL,80,4
,15568 Old Hickory Blvd,Villalba Italian Restaurant,TN,243,4
,16525 Pointe Village Dr,Carrabba's Italian Grill,FL,125,3.5
,17010 90 Avenue NW,Italian Centre Shop,AB,41,4.5
,17011 Palm Pointe Dr,Olive Garden Italian Restaurant,FL,115,3.5
,17956 US Hwy 19 N,A & N Italian Deli,FL,71,4.5
,18027 Highwoods Preserve Pkwy,Oronzo Italian,FL,110,4.5
,21529 Village Lakes Shopping Center Dr,Benedetto's Ristorante Italiano,FL,400,3.5
,23203 Columbus Rd,Piccolissimo Italian Grille,NJ,42,3
,"28210 Paseo Dr, Ste 100, Shops At Wiregrass",365 Caffe Italiano,FL,127,4.5
,29263 US Hwy 19 N,Felice Italian Pork & Delicatessen,FL,119,4.5
,29461 US Hwy 19 N,Olive Garden Italian Restaurant,FL,86,3
,30122 State Rd 54,Bosco's Italian To Go,FL,42,3.5
,30681 US Hwy 19,Joey's New York Pizza and Italian Restaurant,FL,183,3.5
,32888 US Hwy 19 N,Dieci Italian Restaurant,FL,30,3.5
,33286 US 19 N,Leo's Italian Grill,FL,100,2.5
,33983 US Hwy 19 N,Carrabba's Italian Grill,FL,110,3
,38445 5th Ave,Manolo's Italian Restaurant,FL,39,3.5
,Southgate Shopping Ctr,Joey's New York Pizza and Italian Restaurant,FL,174,3.5
KR,7 Arcade,Jimbo's Sushi & Korean Food,TN,61,4.5
,15 N Alvernon Way,Azian Restaurant Sushi & Korean BBQ,AZ,467,2.5
,37 S 19th St,Koreana,PA,93,3.5
,50 W Third Ave,Bonjung Sushi & Korean BBQ,PA,151,4
,66 Rittenhouse Pl,Songsan Korean BBQ,PA,48,4
,108 Regency Park,You Korean And Japanese Best Cuisine,IL,29,4.5
,109st Kingsway Garden Mall,Kim Chi Korean Delight,AB,12,4
,111 S Independence Mall E,TaKorean,PA,39,3.5
,132 Chestnut St,Buk Chon Korean Cuisine,PA,221,4.5
,151 Woodbourne Rd,Mirim Japanese and Korean Restaurant,PA,163,4
,298 N 8th St,Cupbop - Korean BBQ,ID,13,4
,754 N McCarran Blvd,SIU Korean BBQ,NV,316,4
,789 Franklin Mills Cir,K-POT Korean BBQ & Hot Pot,PA,349,4.5
,"916 E Main St, Ste 210",Sisters Korean Restaurant,IN,194,4
,1025 W Brandon Blvd,Sa Ri One Korean BBQ,FL,181,3.5
,1261 Castillons Arcade Plz,Wudon Korean BBQ,MO,249,4
,1318 6th Ave N,Samurai Sushi & Korean Pub,TN,60,4
,1341 E Township Line Rd,To Dam Gol Korean Restaurant,PA,43,4
,1428 Marlton Pike E,Eden Korean Restaurant,NJ,216,4.5
,"1520 W Chinden Blvd, Ste 104",Cupbop - Korean BBQ,ID,159,4
,1601 Riverside Dr,Babo Korean Bar,TN,75,4
,"1655 Robb Dr, Ste 2",Koko’s Korean Kitchen,NV,26,4.5
,2700 34th St N,JinJu Korean Grill & Sushi,FL,66,4
,2817 S Eagle Rd,KO Modern Korean Cuisine,PA,172,4
,2874 Calgary Trail NW,Baek Jeong Korean BBQ house,AB,22,4
,3012 N Arnoult Rd,Gangnam Korean BBQ,LA,109,3
,3116 Parsons Road NW,Korean Japanese Food & Ware,AB,8,4
,3132 State St,Kimchi Korean BBQ,CA,312,4
,3580 Ulmerton Rd,Matjoa Korean BBQ,FL,160,4.5
,3801 Chestnut St,Koreana,PA,363,3.5
,3940 W Cypress St,Sa Ri One Korean Restaurant,FL,530,4
,4500 Park Blvd,Korean BBQ,FL,19,4.5
,4620 Veterans Blvd,Gogi Korean Restaurant,LA,230,4
,4932 Thoroughbred Ln,Madai Korean & Sushi,TN,35,4.5
,"4951 E Grant Rd, Ste 115",KOGI Korean BBQ,AZ,109,4
,5501 N Front St,MUTA Korean BBQ & Karaoke,PA,20,4.5
,5628 Nolensville Pike,Midori Japanese Korean Restaurant,TN,151,4
,5734 Old 2nd St,Seorabol Korean Restaurant,PA,531,4
,"6118 E Speedway Blvd, Ste 102",The Korean Rose,AZ,76,4.5
,"6201 N Front St, Ste 120",So Korean Grill,PA,77,4.5
,7030 W Hillsborough Ave,One Family Korean Restaurant,FL,336,4
,"7050 Terminal Sq, Ste 215",Jian Korean Cuisine,PA,45,3.5
,7260 Marshall Rd,Korean Grill House,PA,214,4
,7729 85 Street NW,Korean Village Restaurant,AB,12,4
,8015 Pendleton Pike,Bando Korean Restaurant,IN,202,4
,8115-104 Street NW,Nongbu Korean Eatery,AB,48,4.5
,8423 Olive Blvd,Asian Kitchen Korean Cuisine,MO,184,3.5
,8882 170 Street,Koryo Korean BBQ,AB,13,4
,9219A 34 Avenue NW,Korean Grill,AB,27,4
,10707 100 Avenue NW,Buok Fresh Korean Kitchen,AB,18,4.5
,11147 87 Avenue NW,Gaya Korean Restaurant,AB,14,3.5
,13457 Olive Blvd,Koreana Karaoke,MO,16,3
,13710 N Meridian St,Omoni Fresh Fast Korean Grill,IN,362,4.5
,14380 N Dale Mabry Hwy,K - Chicken and Grill Korean BBQ,FL,83,4.5
MX,1 E Prince Rd,Angela's Mexican Food,AZ,5,4
,1 N Central Ave,Chipotle Mexican Grill,MO,66,3
,"3 Burkitt Commons Ave, Ste 315",Tito's Mexican Restaurant - Nolensville,TN,97,4.5
,3 Rte 70 E,Chipotle Mexican Grill,NJ,8,2.5
,"4 Club Centre Ct, Ste A",4 Hermanos Mexican Cuisine,IL,12,4
,"6 E Washington St, Ste 100",Chipotle Mexican Grill,IN,56,3.5
,8 Eastport Plaza Dr,Zapata's Mexican Restaurant,IL,95,2.5
,"9 N Meridian St, Ste A",QDOBA Mexican Eats,IN,37,3
,10 Centerton Rd,Chipotle Mexican Grill,NJ,101,2
,10 El Paseo,El Paseo Mexican Restaurant,CA,262,3.5
,11 Church St,Aztlan Mexican Grill,NJ,98,4.5
,14 W Figueroa St,Los Arroyos Mexican Restaurant & Take Out,CA,448,4
,17 Clementon Rd,Maria's Mexican Restaurant,NJ,100,4.5
,18 E Camden Ave,Mi Ranchito Mexican Food,NJ,92,4.5
,18 West Ave,Buena Vista Mexican Restaurant,PA,43,4.5
,21 E Fairview Ave,Corona Village Mexican Restaurant,ID,67,3.5
,25 Stonegate Ctr,El Jarocho Mexican Store And Taqueria,MO,29,5
,25 W Street Rd,Chipotle Mexican Grill,PA,42,1.5
,30 Airport Sq,Chipotle Mexican Grill,PA,136,3
,33 E City Line Ave,QDOBA Mexican Eats,PA,61,3
,34 Western Plz,Azteca Mexican Restaurant,MO,87,4
,35 N Gore Ave,San Jose Mexican Restaurant Webster Groves,MO,76,3.5
,37th And Spruce St,Lucky's Mexican Spot Food Truck,PA,19,3
,45 W Valencia Rd,Ramiro’s Mexican food,AZ,37,4.5
,49 N Main St,El Tule Authentic Mexican and Peruvian Restaurant,NJ,563,4
,"50 National Ave, Ste 1100",Chipotle Mexican Grill,PA,25,2.5
,54 E State St,Quinoa Peruvian & Mexican Restaurant,PA,250,4.5
,55 S Raceway Rd,Salsa Verde Mexican Restaurant,IN,163,4
,61 E Main St,Luna Y Sol Mexican Restaurant,NJ,85,4
,69 Fenton Plz,3 Margaritas Mexican Restaurant,MO,115,3
,72 E Penn St,El Paraiso Mexicano,PA,10,3.5
,"80 W County Ctr, Ste 10",Chipotle Mexican Grill,MO,11,3
,"82 S Main St, 1st Flr Str B-C",Los Catrines Cocina Mexicana,PA,58,4.5
,"90 S County Center Way, Ste 100",QDOBA Mexican Eats,MO,33,2.5
,95 N Sierra St,Antonio's Mexican Grill,NV,304,4
,"96 White Bridge Rd, Ste 103",Chipotle Mexican Grill,TN,73,2.5
,100 N High St,Casa Maria Mexican Grill,IL,161,4.5
,"100 Welsh Rd, Unit M",QDOBA Mexican Eats,PA,38,2.5
,101 Lapalco Blvd,El Patron Mexican Grill and Cantina,LA,198,4
,101 Turner Ln,Chipotle Mexican Grill,PA,72,2
,101 W Eagle Rd,Senorita's Mexican Taqueria,PA,55,4
,102 Bartlett Ave,On The Border Mexican Grill & Cantina,PA,131,3
,103 Brandon Town Center Dr,Chipotle Mexican Grill,FL,84,2
,"104 Glen Oak Blvd, Ste 150",Cinco de Mayo Mexican Restaurant - Hendersonville,TN,18,4.5
,106 K St,Jalapeno Mexican Cuisine,LA,19,3.5
,108 E A St,Margaritas Mexican Restaurant & Cantina,IL,53,3.5
,110 Astro Shopping Ctr,El Jefe Restaurant & Mexican Grill,DE,69,3.5
,110 E Pennington St,La Chingada Cocina Mexicana,AZ,24,3.5
,110 Lincoln Hwy,Cancun Mexican Restaurant,PA,425,4
,113 S Olive St,Dos Gringos Mexican Kitchen,PA,236,3.5
,114 S Main St,El Rey Mexican Restaurant,TN,22,3.5
,115 Luyben Hills Rd,El Jardin Mexican Restaurant,TN,50,4
,115 N Route 73,Pancheros Mexican Grill,NJ,22,3
,115 Route 130 S,Chipotle Mexican Grill,NJ,44,2
,115 S Black Horse Pike,San Pedro Tierra Mexican,NJ,40,4
,115A S Dupont Hwy,Chipotle Mexican Grill,DE,14,2
,"116 W Township Line Rd, Ste 206",Chipotle Mexican Grill,PA,58,2
,116 Wilson Pike,Mazatlan Mexican Restaurant,TN,70,3.5
,122 N Delsea Dr,Neris Cafe And Mexican Grill,NJ,44,4
,"124 Goodview Way, Ste A",Los Amigos Mexican Resturant and Grille,TN,6,4
,"132 Christiana Mall, Ste 1481",Chipotle Mexican Grill,DE,8,2.5
,132 Garrett Rd,La Guera Mexican Grill,PA,116,4
,133 N Main St,Frida's Mexican Taqueria,PA,9,5
,133 W Lancaster Ave,Chipotle Mexican Grill,PA,117,2
,135 Concord Plz Shopping Ctr,El Maguey Mexican Restaurant,MO,66,3
,135 Lemmon Dr,QDOBA Mexican Eats,NV,56,3
,140 Perry Rd,El Potro Mexican Restaurant Bar & Grill,IN,44,4
,"151 Disc Dr Suites 105 And 107, Suites 105 and 107",QDOBA Mexican Eats,NV,97,3
,155 Dan Jones Rd,Iguana's Mexican Restaurant,IN,100,3.5
,"160 N Gulph Rd, Ste 1049",Chipotle Mexican Grill,PA,41,2
,"180 Gravois Bluffs Cir, Ste D",QDOBA Mexican Eats,MO,30,2.5
,181 W Schuylkill Rd,Los Osorio Mexican Restaurant,PA,39,4.5
,"196 W Ridge Pike, Ste 168",Frida's Mexican Food,PA,119,4.5
,"197 Damonte Ranch Pkwy, Unit E",QDOBA Mexican Eats,NV,77,3
,198 North Buckstown Rd,Margaritas Mexican Restaurant,PA,313,3
,200 E Main St,Rio Bravo Mexican Grill,TN,62,3
,"200 W Ridge Pike, Ste 108",QDOBA Mexican Eats,PA,46,2.5
,201 Harvard Dr,La Casa Mexicana,IL,81,3.5
,201 S US Hwy 41,Camaleon Mexicana,FL,8,5
,205 N Milwaukee St,Chipotle Mexican Grill,ID,73,3
,205 Westshore Plz,Besito Mexican Restaurant,FL,1092,4
,206 Rowan Blvd,Mexican Mariachi Grill and Tequila Bar,NJ,91,3.5
,209 10th Ave S,Cinco De Mayo Mexican Restaurant - Nashville,TN,90,3.5
,209 E Davis Blvd,Margaritas Mexican Restaurant,FL,170,3
,210 Country Village Dr,El Pueblo Mexican Restaurant,TN,37,3.5
,212 S Grand Blvd,Chipotle Mexican Grill,MO,92,2
,214 Indian Lake Blvd,Chipotle Mexican Grill,TN,46,2
,215 B  S Main St,Lulus Cafe Mexican Food,TN,9,4
,215 Lancaster Ave,Buena Vista Mexican Restaurant,PA,107,3.5
,217 E Anacapa St,Mony's Mexican Food,CA,768,4.5
,217 E Vandalia St,Chava's Mexican Restaurant,IL,98,3.5
,"221 E Greentree Rd, Ste E",Pancheros Mexican Grill,NJ,34,3
,224-226 Rt 13,La Mexicana,PA,43,4.5
,227 Arnold Crossroads Ctr,Si Señor Mexican Bar and Grill,MO,110,4.5
,230 New Shackle Island Rd,Ricardo's Mexican Restaurant,TN,44,3.5
,"230 S 40th St, Ste 140",QDOBA Mexican Eats,PA,65,3.5
,"233 Hutton Pl, Unit 112",Don Pancho Mexican Restaurant-Ashland City,TN,27,3
,233 S Delaware St,QDOBA Mexican Eats,IN,26,2.5
,235 E High St,Juan Carlos Fine Mexican Cuisine,PA,90,3.5
,235 Ogden Rd,Amigos Mexican Grill and Empanada Factory,NJ,88,4
,"235 W Wetmore Rd, Ste 101",Chipotle Mexican Grill,AZ,54,3.5
,238 W Main St,Nataly's Mexican Cuisine And Bakery,PA,9,5
,239 E Swedesford Rd,Chipotle Mexican Grill,PA,51,1.5
,241 N Pottstown Pike,Chipotle Mexican Grill,PA,115,2
,245 E Main St,La Loma Mexican Restaurant,TN,29,3.5
,254 Orange Ave,Pepe's Mexican Restaurant,CA,198,3.5
,260 Ren Mar Dr,Pedro's Cocina Mexicana,TN,26,3.5
,"261 Old York Rd, Ste 215A",QDOBA Mexican Eats,PA,51,2.5
,261 S 44th St,Tacotacomexican,PA,49,4.5
,262 Village Sq,Guadalajara Mexican,TN,33,3
,269 Franklin Rd,Chipotle Mexican Grill,TN,77,2.5
,"270 Storke Rd, Ste F",Chipotle Mexican Grill,CA,175,2
,277 Gleaves St,Casa Country Mexican Grill & Tequilería,TN,33,4
,277 N Lowry St,Cozumel Mexican Restaurant,TN,19,3
,"295 Los Altos Pkwy, Ste 101",Jalapeno's Mexican Food,NV,223,4
,298 Pine Ave,La Hacienda Mexican Restaurant,CA,54,4
,301 N Peters St,Felipe's Mexican Taqueria - French Quarter,LA,705,3.5
,305 2nd Ave,Tortugas Mexican Eatery,PA,106,3
,305 S 6th St,Chipotle Mexican Grill,ID,50,2.5
,305 W Trinity Ln,La Parrilla Fresh Mexican Bar & Grill,TN,18,3
,307 W Palm Ave,Xochitl Cocina Mexicana,FL,128,3.5
,309 NW Shore Blvd,Chipotle Mexican Grill,FL,116,2.5
,"320 Beverly Rancocas Rd, Ste 2A",Guilli's Pizza & Mexican Cuisine,NJ,100,4
,323 E Lancaster Ave,Chipotle Mexican Grill,PA,104,2
,336 Mill St,Bertha Miranda's Mexican Food Restaurant and Cantina,NV,443,4
,341 Market Place Dr,Tequila's Mexican Restaurant,IL,20,4
,346 Harding Pl,Marisqueria Vallarta Mexican Grill,TN,12,5
,350 S Perry Rd,Chipotle Mexican Grill,IN,35,3
,350 Water Loop Ln,Margaritas Mexican Restaurant,PA,227,3
,354 Western Blvd,Rosita's Mexican Restaurant,IN,21,3.5
,358 White Bridge Pike,Cinco De Mayo Mexican Restaurant - Whitebridge,TN,144,3.5
,"385 Easton Rd, Ste A",Chipotle Mexican Grill,PA,10,1.5
,396 S Eagle Rd,Cafe Rio Mexican Grill,ID,73,2
,400 21st Ave S,Chipotle Mexican Grill,TN,113,2.5
,400 Justison St,Del Pez Mexican Gastropub,DE,290,3.5
,400 S State Rd,Chipotle Mexican Grill,PA,18,2.5
,"401 S Mt Juliet Rd, Ste 355",Salsarita's Fresh Mexican Grill,TN,45,2.5
,411 Korean Veterans Blvd,Calacas Mexican Cuisine,TN,25,4.5
,411-1 N Carrollton Ave,Felipe's Mexican Taqueria - Mid City,LA,298,3.5
,"415 Egg Harbor Rd, Ste 30A",Chipotle Mexican Grill,NJ,28,1.5
,419 W Marshall St,La Poblanita Mexican Bar,PA,19,4
,421 Sam Ridley Pkwy W,La Siesta Mexican Restaurant,TN,63,3.5
,422 Cleveland St,Tequila's Mexican Grill & Cantina,FL,228,3.5
,"430 Cool Springs Blvd, Ste 100",Chipotle Mexican Grill,TN,108,2.5
,430 Long Hollow Pike,Pueblo Viejo Mexican Grill,TN,24,4.5
,434 E Judge Perez Dr,El Paso Mexican Grill,LA,29,3
,450 Donelson Pike,El Mojito Mexican Restaurant,TN,44,4
,,Guac Mexican Restaurant Donelson,TN,48,2.5
,"459 Brandon Town Center Mall, Ste Fc",Chipotle Mexican Grill,FL,20,2
,481 S Kirkwood Rd,QDOBA Mexican Eats,MO,24,2.5
,498 Haddon Ave,Oasis Mexican Grill,NJ,135,4
,499 E Plumb Ln,El Pescador Mexican Food,NV,152,3.5
,"500 Broad St, Ste 4",QDOBA Mexican Eats,PA,56,2.5
,"500 Route 73 S, Ste D-18",Chipotle Mexican Grill,NJ,75,3
,"500 W Germantown Pike, Ste 2200",Chipotle Mexican Grill,PA,79,3
,503 E Baltimore Pike,Pancheros Mexican Grill,PA,24,3
,511 S Range Line Rd,Cancun Mexican Restaurant,IN,96,3.5
,517 Howard St,Juanita's Mexican Cuisine,NJ,135,4
,519 Donelson Pike,Jalisco Mexican Restaurant,TN,110,3.5
,522 N Grand Blvd,Lucha II Authentic Mexican Food,MO,101,3.5
,530 Athens St,Amor A La Mexicana,FL,11,3.5
,533 S Howard Ave,Chipotle Mexican Grill,FL,138,2.5
,536 Enon Springs Rd E,Mi Cancun Mexican Restaurant,TN,24,3
,"537 S Meadows Pkwy, Ste 100",Chipotle Mexican Grill,NV,47,2.5
,541 Roebling Ave,El Potrillo Mexican Restaurant,NJ,10,4
,550 Kimberton Rd,Tio Mexican Restaurant,PA,5,3
,569 N Main St,Chipotle Mexican Grill,PA,47,2
,575 W 5th St,Beto's Mexican Food,NV,375,3.5
,579 Almaville Rd,Chago's Mexican Restaurant,TN,65,4
,590 S Broadway Ave,QDOBA Mexican Eats,ID,22,2.5
,"600 Campus Town Dr, Ste 302",Mexican Mariachi Grill,NJ,40,3.5
,601 Oscar Robertson Blvd,Chipotle Mexican Grill,IN,33,2.5
,601 Veterans Blvd,El Paso Mexican Grill,LA,130,3
,601 W Rte 70,Mexican Food Factory,NJ,264,3
,603 N Black Horse Pike,The Avocado Mexican Grill,NJ,20,4
,609 W Cypress St,La Peña Mexicana,PA,198,4.5
,614 N Grande Ave,Tanias 33 Mexican Food,AZ,324,4
,614 Thompson Ln,El Mariachi Mexican Restaurant,TN,78,3.5
,620 W Dekalb Pike,Chipotle Mexican Grill,PA,71,2.5
,"624 Grassmere Park, Ste 3",Taco Express Mexican Grill,TN,20,3.5
,"629 Cross Keys Rd, Ste C",Chipotle Mexican Grill,NJ,66,2.5
,"636 Markley St, Ste 700",El Molcajete Mexican Restaurant & Sea Food,PA,10,4.5
,654 N McCarran Blvd,Comederito Mexican Food Restaurant,NV,25,4.5
,668 E Prater Way,Lupitas Mexican Restaurant,NV,50,3.5
,671 Alderman Rd,Juan's Mexican Grill,FL,40,4
,672 E Tarpon Ave,Don Taco Mexican Restaurant,FL,228,4.5
,"680 E 56th St, Ste A",Iguana's Mexican Restaurant,IN,74,4
,680 Lancaster Ave,El Tio Mexican Restaurant,PA,183,4
,699 Old Hickory Blvd,Mestizo's Mexican Cuisine,TN,72,4
,"700 Haddonfield Berlin Rd, Ste 40c",Chipotle Mexican Grill,NJ,44,2.5
,701 E Cathedral Rd,Chipotle Mexican Grill,PA,28,1.5
,"704 State Road 135, Ste 100",QDOBA Mexican Eats,IN,40,2
,715 Team Blvd,Chipotle Mexican Grill,TN,39,2
,717 S Trooper Rd,QDOBA Mexican Eats,PA,63,3.5
,"722 Maritua Pike, Ste 2",Mexican Tikal Restaurant,NJ,7,2.5
,731 Thompson Ln,Chipotle Mexican Grill,TN,65,1.5
,746 Snyder Ave,Chiquita's Pizzeria & Mexican Grill,PA,48,5
,750 N Kolb Rd,"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",AZ,555,3
,766 N New Ballas Rd,QDOBA Mexican Eats,MO,34,3
,780 4th St N,Chipotle Mexican Grill,FL,80,2.5
,789 Delsea Dr N,Chipotle Mexican Grill,NJ,20,1
,790 Baring Blvd,La Fuente Mexican Restaurant,NV,201,4
,800 Clearwater Largo Rd N,Santa Fe Mexican Grill,FL,206,3.5
,800 Jackson St,El  Chilito Loco  Mexican Restaurant,PA,23,3
,801 Baltimore Pike,Chipotle Mexican Grill,PA,50,2
,801 Broad Ripple Ave,Raffi's Mexican Tacos,IN,156,4
,"801 W Main St, Ste 101",Costa Vida Fresh Mexican Grill,ID,42,3.5
,807 Rivergate Pkwy,Las Palmas Mexican Restaurant,TN,49,3
